Sam,,,,,,Grey bold left align = Calculated as proportion of another variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Var no.,Formula,Min,Max,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,Sample 21,Sample 22,Sample 23,Sample 24,Sample 25,Sample 26,Sample 27,Sample 28,Sample 29,Sample 30,Sample 31,Sample 32,Sample 33,Sample 34,Sample 35,Sample 36,Sample 37,Sample 38,Sample 39,Sample 40,Sample 41,Sample 42,Sample 43,Sample 44,Sample 45,Sample 46,Sample 47,Sample 48,Sample 49,Sample 50,Sample 51,Sample 52,Sample 53,Sample 54,Sample 55,Sample 56,Sample 57,Sample 58,Sample 59,Sample 60,Sample 61,Sample 62,Sample 63,Sample 64,Sample 65,Sample 66,Sample 67,Sample 68,Sample 69,Sample 70,Sample 71,Sample 72,Sample 73,Sample 74,Sample 75,Sample 76,Sample 77,Sample 78,Sample 79,Sample 80,Sample 81,Sample 82,Sample 83,Sample 84,Sample 85,Sample 86,Sample 87,Sample 88,Sample 89,Sample 90,Sample 91,Sample 92,Sample 93,Sample 94,Sample 95,Sample 96,Sample 97,Sample 98,Sample 99,Sample 100,Sample 101,Sample 102,Sample 103,Sample 104,Sample 105,Sample 106,Sample 107,Sample 108,Sample 109,Sample 110,Sample 111,Sample 112,Sample 113,Sample 114,Sample 115,Sample 116,Sample 117,Sample 118,Sample 119,Sample 120,Sample 121,Sample 122,Sample 123,Sample 124,Sample 125,Sample 126,Sample 127,Sample 128,Sample 129,Sample 130,Sample 131,Sample 132,Sample 133,Sample 134,Sample 135,Sample 136,Sample 137,Sample 138,Sample 139,Sample 140,Sample 141,Sample 142,Sample 143,Sample 144,Sample 145,Sample 146,Sample 147,Sample 148,Sample 149,Sample 150,Sample 151,Sample 152,Sample 153,Sample 154,Sample 155,Sample 156,Sample 157,Sample 158,Sample 159,Sample 160,Sample 161,Sample 162,Sample 163,Sample 164,Sample 165,Sample 166,Sample 167,Sample 168,Sample 169,Sample 170,Sample 171,Sample 172,Sample 173,Sample 174,Sample 175,Sample 176,Sample 177,Sample 178,Sample 179,Sample 180,Sample 181,Sample 182,Sample 183,Sample 184,Sample 185,Sample 186,Sample 187,Sample 188,Sample 189,Sample 190,Sample 191,Sample 192,Sample 193,Sample 194,Sample 195,Sample 196,Sample 197,Sample 198,Sample 199,Sample 200,Sample 201,Sample 202,Sample 203,Sample 204,Sample 205,Sample 206,Sample 207,Sample 208,Sample 209,Sample 210,Sample 211,Sample 212,Sample 213,Sample 214,Sample 215,Sample 216,Sample 217,Sample 218,Sample 219,Sample 220,Sample 221,Sample 222,Sample 223,Sample 224,Sample 225,Sample 226,Sample 227,Sample 228,Sample 229,Sample 230,Sample 231,Sample 232,Sample 233,Sample 234,Sample 235,Sample 236,Sample 237,Sample 238,Sample 239,Sample 240,Sample 241,Sample 242,Sample 243,Sample 244,Sample 245,Sample 246,Sample 247,Sample 248,Sample 249,Sample 250
367,MW out of current total / 100,0,748,160.153,658.584,531.053,366.751,526.39,745.45,540.079,366.192,410.377,148.687,180.462,469.988,314.169,539.905,430.365,77.357,708.496,704.014,53.807,79.482,518.385,103.882,157.198,670.461,691.935,159.441,646.279,59.696,354.741,367.082,580.48,203.064,658.561,618.104,287.81,442.255,637.53,641.298,452.587,531.52,736.962,265.284,602.176,127.506,46.189,128.362,275.259,42.752,174.986,147.607,286.522,213.424,121.113,599.037,147.947,91.07,488.146,688.25,41.589,112.229,157.502,545.79,28.185,77.08,357.852,302.455,215.753,666.774,294.604,310.28,52.329,323.544,514.025,711.805,277.832,668.614,746.294,69.476,443.316,474.522,2.826,171.453,292.689,68.925,264.48,593.279,653.07,507.202,371.549,114.955,637.663,322.909,656.728,542.77,231.972,80.61,564.048,41.481,481.884,101.048,180.344,439.406,252.511,491.228,181.038,540.375,243.376,604.395,11.849,593.269,719.233,658.076,485.748,96.607,734.355,400.385,55.561,546.824,242.578,51.906,700.63,456.045,179.71,127.194,175.553,660.314,389.644,80.661,589.208,548.252,235.514,398.081,122.567,711.429,33.659,163.458,323.208,71.84,391.496,90.006,327.819,277.595,260.764,191.627,8.937,100.089,159.164,184.511,731.596,281.31,633.559,481.324,110.981,581.731,190.894,171.02,219.817,172.687,595.783,305.652,261.703,142.062,488.435,471.703,486.232,185.16,355.317,385.034,101.942,150.065,6.3,598.419,538.361,525.938,409.965,181.477,577.853,70.092,663.269,316.357,482.589,491.885,358.127,705.632,75.092,619.817,639.275,264.974,562.681,154.606,304.088,372.006,645.875,744.171,496.786,645.248,393.764,639.845,643.722,56.097,662.136,333.572,158.409,401.863,126.519,407.459,402.633,128.004,98.943,650.324,505.606,87.589,552.296,558.215,131.533,489.207,347.46,648.586,382.141,587.273,337.114,375.954,546.806,274.274,301.718,238.247,679.044,236.843,501.927,190.587,327.163,680.409,406.243,589.76,242.161,197.629,352.813,3.905,457.747,127.955,681.911,664.66,707.039,137.83,730.412,605.668,445.836,468.23,292.342,87.911
370,MW out of current total,0,74800,73031.071,47104.034,15908.295,415.989,33974.153,32440.836,19272.309,34443.4,33499.681,21794.47,3900.051,19531.631,69300.355,62174.868,27987.396,47107.698,73295.297,71656.985,61751.563,55315.116,71796.78,36121.448,62210.216,41732.024,10430.898,5732.257,39476.44,55320.654,47077.379,5185.027,39564.835,48738.592,26709.409,39087.113,28080.372,11720.52,46271.304,27401.084,2858.635,44255.872,55914.901,72330.421,58596.486,70601.945,27550.451,61898.037,14349.041,20195.95,21175.777,17402.856,53980.833,73742.46,67383.026,8165.028,53071.046,13808.791,65397.908,9868.858,71990.689,3709.545,9083.122,17295.385,23676.811,41774.395,74543.885,46643.811,8803.486,54745.828,17693.542,51298.661,51328.213,22643.098,35148.459,3127.268,45599.299,44704.113,23184.254,61858.409,14052.592,24463.426,39182.075,55542.87,6028.219,63674.528,3600.529,7373.253,24525.478,54843.385,37122.911,67178.868,44877.97,14849.354,26722.938,52527.485,35086.976,2986.215,11703.639,12446.707,82.858,33967.637,45506.951,26832.285,66234.255,51557.377,39434.768,60086.972,23275.472,28896.164,15667.747,56032.436,35781.956,10091.861,20451.806,12138.622,14717.174,67089.077,71493.029,48301.91,9917.451,54627.721,47265.764,30767.249,24668.673,46314.101,45763.586,46044.983,39494.833,25350.383,57081.317,197.594,38036.384,44012.362,17203.511,22312.978,7167.789,14049.807,4556.295,49090.923,38418.715,63694.028,20863.4,25495.411,21772.771,23362.983,68974.32,59981.234,51001.038,5889.065,58370.155,47939.735,39885.471,61677.211,316.235,58100.887,66283.385,55300.304,5006.6,46836.881,64426.765,54246.855,18852.412,20176.099,9554.269,16981.332,1717.477,3970.316,64102.891,68084.466,37881.73,13.576,64140.8,33526.816,41624.647,1247.572,29201.174,13454.692,25574.188,1362.701,74272.912,24061.696,55627.602,16738.29,58054.546,9498.486,8459.259,65941.271,3687.481,68998.556,59728.536,62717.862,22824.668,59689.35,3242.961,23466.472,1650.46,50276.645,22501.694,6294.054,38944.555,25511.268,71294.165,69347.33,73736.669,40890.548,50888.707,20441.752,18384.296,47781.176,73390.222,3906.787,2517.309,30172.456,26399.661,9665.46,41184.389,4967.871,13695.827,46598.625,62972.158,64722.943,51654.236,8830.851,46199.7,28662.309,63699.537,28482.02,32994.936,604.904,45660.526,478.181,52641.826,72459.14,15544.139,31491.884,29701.338,36434.609,59556.607,23131.008,67903.056,62566.045,59770.087,27672.126,14101.739,35537.7,48510.234,39311.21,73205.003,4348.602,53677.502,41922.729
371,MW out of current total,0,74800,2461.169,37609.734,56234.064,62034.57,70703.242,51736.897,64541.271,66498.134,29036.688,32547.151,46462.915,20711.921,6289.858,10377.562,20279.182,54665.93,35599.304,62313.539,22808.336,49045.104,20676.285,33443.086,5281.903,14329.802,51644.723,25289.813,45678.815,60466.592,14751.755,27850.734,9330.997,68480.939,71344.365,49863.281,1001.69,69659.329,13857.808,39463.141,20074.937,54821.493,12840.046,17739.152,66870.844,34861.117,20440.081,52479.777,4197.152,18645.108,19607.565,36496.017,43124.954,8333.085,30182.302,28087.418,37145.071,37366.722,44429.477,72575.176,56558.637,73579.601,4895.502,39824.493,2377.584,28660.132,122.69,65234.871,58352.955,27783.484,62640.228,15639.697,40043.329,20915.28,19615.659,72108.209,54156.019,18521.818,57677.379,13138.954,59591.048,69864.149,34857.107,47137.453,39453.92,22351.012,71441.432,18421.828,61499.279,44711.542,4051.983,55427.271,72175.77,47537.005,64556.684,46340.235,10482.329,30890.378,25725.086,19212.749,33393.245,36545.286,26586.728,72815.05,56634.882,69468.718,36309.231,35041.156,64722.016,5299.524,55818.002,7973.281,62855.722,6109.36,25542.765,51528.218,3232.265,42424.239,31747.502,73204.721,35642.191,59781.283,27135.584,1545.21,8128.673,17708.378,70406.132,5509.909,48368.084,24587.5,18883.023,49832.439,3032.389,1784.503,39337.87,36377.515,71472.233,64111.795,38232.348,47328.734,45789.158,60434.055,7497.626,23101.154,54586.141,3994.921,54288.039,67048.688,11462.455,1926.855,17718.095,3698.324,16953.535,4110.87,47215.436,53790.648,66031.294,74326.975,49027.966,32766.015,4543.079,29385.289,62296.305,44997.27,68426.057,22620.979,23052.667,64313.995,20384.422,42439.412,40239.888,73323.601,13965.245,42234.921,9739.155,42297.108,9877.747,5845.208,16788.234,67636.747,38954.592,59310.608,7023.762,58825.033,9745.45,35220.852,65748.057,42538.704,70980.941,48734.6,24011.368,9002.442,15404.574,26231.437,8328.498,21634.422,2777.141,7369.631,39812.378,37549.779,59822.148,24469.561,62165.188,38040.912,40500.723,24168.11,2584.787,43303.656,49142.997,24371.007,30344.997,69010.969,26929.56,35115.187,58683.388,35946.888,51590.432,6189.68,55482.668,33860.681,71014.277,18914.124,20232.844,24804.762,13708.12,43366.319,29012.47,73541.703,38163.691,69064.416,21167.578,71400.434,63103.607,17315.245,11390.909,38497.068,32044.53,61972.54,8394.438,66979.085,11823.655,24557.671,25214.228,635.282,33978.56,10494.572,18924.55,27719.14,47182.743,2207.78,70964.224,4060.421
373,MW out of current total,0,74800,37728.475,41492.492,17131.72,68442.367,59391.876,11411.562,28226.378,30682.506,24619.552,38561.213,48907.921,64815.164,50693.35,3747.297,67223.619,9782.237,44337.896,67589.584,23787.671,45436.073,2480.439,68207.025,35696.98,11661.543,5817.248,42607.23,15929.276,44055.56,11935.467,40239.32,55509.894,50637.432,70210.972,48741.7,74603.811,31319.748,1856.761,5924.89,5090.29,14120.005,54116.666,66376.599,29451.31,28284.737,72701.79,16500.359,29495.505,1765.724,63934.536,11637.237,5531.485,32780.319,35483.901,67465.742,50276.448,4312.253,3823.742,45054.275,38862.763,7792.821,22623.988,18811.658,3691.558,5419.785,32027.402,28307.402,56837.125,5406.672,24321.226,283.157,17473.959,30678.829,19891.828,9764.177,29980.978,49737.435,74499.561,54505.416,17243.693,54778.663,51524.602,37938.764,41024.006,29267.351,31599.982,33010.104,6823.859,21055.15,19514.297,5529.638,55712.285,44956.639,5715.119,2310.194,73662.889,54026.258,40773.973,57715.928,71429.812,18487.303,6799.808,29600.489,27981.114,64113.669,18351.63,67849.242,47115.758,49178.956,24704.556,8739.997,32269.059,63085.463,52045.571,24455.163,15282.089,35423.826,50359.137,57085.378,65609.848,53905.212,40091.205,34973.717,43353.464,54929.704,32147.742,62606.369,4012.497,1306.696,49989.583,34094.28,67725.106,15138.484,54446.043,51000.52,26962.001,57188.839,67036.372,59208.569,12198.176,33986.974,11590.613,7336.309,6894.933,51095.88,9700.398,53027.323,15385.139,50009.719,53575.328,9806.095,9401.346,58092.032,55069.332,41849.988,13713.813,68039.296,74512.695,19388.301,23652.512,66254.408,50440.899,12175.868,74564.04,4162.855,66746.175,43984.785,57437.84,32356.006,43774.913,41256.728,70393.644,8602.989,40913.396,45568.225,1634.063,41896.148,67988.061,39791.515,18120.709,64295.753,38441.67,47388.78,57397.971,2263.704,46645.293,8419.994,30768.036,40089.115,18960.647,5824.11,59536.443,64444.076,55500.914,12524.748,58060.098,69719.13,35983.39,17157.748,29320.844,37340.374,16057.171,68376.975,71781.574,62450.408,73575.649,7482.05,26696.133,12641.061,56926.243,2429.215,47208.22,60414.515,54798.964,36070.674,25018.602,31053.347,5593.419,10885.289,67254.581,56788.228,3944.435,38565.391,58301.948,70159.491,9700.922,36554.7,24764.494,26234.226,5310.23,32835.195,1460.022,49154.792,68839.137,52804.221,38559.137,39686.202,15154.536,61738.038,35370.228,4689.643,65122.909,13681.262,21568.888,32913.379,42079.731,47061.935,45845.923,20594.759,8181.075,60716.943
379,MW out of current total,0,74800,61287.74,25540.539,66372.69,27247.906,69371.021,39375.66,63402.779,67814.658,67857.366,66976.629,8835.339,19917.227,37078.763,40625.278,28732.308,31700.683,23494.587,7536.705,2905.615,73541.692,58691.417,37285.885,73640.964,42195.497,5146.843,31057.108,1709.778,9602.441,15583.674,36799.468,38700.204,25211.893,24345.479,19069.224,1183.572,6455.362,28445.147,41257.916,58595.235,36839.452,32230.943,25272.76,16798.342,58067.519,58786.641,26644.891,51895.984,2355.016,41599.41,14850.578,51003.245,63483.377,65117.56,25940.506,54903.699,60112.852,20820.914,44149.203,34325.754,49365.353,43266.226,29822.668,4689.338,34029.802,8445.318,40227.272,68350.045,43532.411,34234.074,7272.873,31984.51,56813.443,11842.932,19971.654,63768.693,4248.374,67050.172,15508.713,49558.53,66636.461,26181.004,33261.619,44718.693,34724.63,70274.266,42760.258,64638.234,50757.466,21807.336,64705.563,68103.886,57899.067,65168.322,65351.438,8201.03,25667.751,13534.665,21392.854,21206.632,5910.935,16537.628,51235.904,39552.063,4793.711,23752.739,62006.449,63254.427,59114.139,41837.939,38400.653,35268.304,72727.851,13372.296,29566.852,16493.23,69894.87,66929.872,72783.855,68397.059,62114.545,13197.443,73968.534,64624.997,6305.649,8006.492,1787.221,29149.926,54626.892,54473.881,32717.72,52721.105,11375.288,33829.168,54795.783,60033.735,10172.604,5067.667,2795.713,25637.467,17693.865,69200.874,33696.485,49782.297,5006.884,13332.001,25663.637,45560.243,27941.552,42967.198,5922.64,9365.635,55034.272,24955.57,17636.831,6333.24,5572.877,57587.987,68934.367,57345.487,8783.125,46885.339,38525.692,8631.984,29820.802,23105.457,29245.908,55942.161,66910.375,17050.778,61501.92,33565.032,37669.14,3818.867,26500.685,72432.426,49923.176,14938.305,5241.027,1540.022,49301.119,67315.859,22755.688,56822.143,46697.055,31514.81,4624.041,14306.067,50589.134,14493.482,42944.904,64120.707,23662.655,7612.364,73364.425,24680.997,18887.725,23805.04,66621.488,32169.934,2303.562,9630.379,49546.895,7043.492,67966.907,26372.628,32275.44,19384.506,38731.956,44056.229,17480.805,10302.886,35253.344,50548.018,70028.947,46005.952,11744.978,69541.169,15171.411,60373.519,54275.199,12581.834,51247.591,44342.42,58468.742,8216.361,3739.389,49289.667,35347.894,15996.599,53060.417,31089.007,32034.004,62268.871,5781.007,15695.171,10470.852,31835.237,9501.653,54996.746,61961.23,47726.788,23482.239,45824.593,18335.817,61406.605,60536.922,11800.323,5913.817,3931.136,33939.211
380,On (1) or off (0),0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
382,% out of 100,0,100,42.209,62.026,70.924,42.833,81.246,58.989,25.314,15.445,50.507,67.91,24.568,86.659,47.957,41.906,49.346,59.382,6.429,94.463,96.226,83.028,15.728,48.62,4.988,29.316,62.329,62.067,42.795,70.956,2.158,63.551,80.673,33.487,52.198,96.58,60.616,61.589,26.836,46.195,54.14,19.491,57.624,88.268,43.27,36.341,52.883,88.546,18.531,62.12,20.672,16.064,96.767,41.384,51.456,57.838,5.514,13.492,33.242,72.585,82.05,46.417,53.874,22.809,37.051,65.004,43.62,27.287,57.354,39.878,86.889,26.644,22.874,0.778,33.576,61.48,12.005,11.895,0.653,5.738,47.587,14.99,26.09,14.909,75.866,60.338,86.956,73.035,17.907,83.476,42.88,71.12,66.184,91.237,0.873,4.225,50.596,5.772,97.399,74.978,23.504,15.996,39.953,66.11,88.113,41.763,35.144,21.536,11.2,63.857,54.548,67.408,38.318,77.595,19.808,25.636,32.643,81.794,14.832,15.008,72.153,16.542,14.766,47.705,52.613,0.158,41.178,57.311,10.43,96.425,48.204,77.302,82.333,5.277,15.797,12.632,19.299,56.857,40.93,24.495,66.303,74.347,67.349,46.743,3.123,53.759,73.753,93.043,77.28,89.848,23.553,41.211,64.235,80.727,33.364,2.765,47.793,90.869,15.759,20.531,7.984,19.911,34.164,98.275,59.814,36.572,85.176,39.425,88.431,18.741,11.089,1.638,54.368,1.525,59.446,31.91,55.075,44.043,83.328,14.188,97.41,44.117,54.426,9.584,61.754,35.905,15.116,50.136,76.473,12.135,39.076,75.48,61.975,85.461,11.507,14.248,68.09,59.412,34.645,50.822,27.527,97.655,80.541,23.992,95.173,40.94,29.83,57.84,23.763,10.304,5.864,88.057,48.409,18.252,22.078,70.704,80.979,59.789,86.587,20.437,38.647,3.909,31.225,78.49,15.541,66.514,67.465,64.33,82.09,95.496,26.839,47.582,3.959,46.717,79.056,74.067,98.062,71.842,23.659,60.995,64.956,44.786,97.357,29.997,32.589,7.359,32.33,5.054,46.854,69.17,32.825,36.574
383.COM.382,% out of 100,0,100,57.791,37.974,29.076,57.167,18.754,41.011,74.686,84.555,49.493,32.09,75.432,13.341,52.043,58.094,50.654,40.618,93.571,5.537,3.774,16.972,84.272,51.38,95.012,70.684,37.671,37.933,57.205,29.044,97.842,36.449,19.327,66.513,47.802,3.42,39.384,38.411,73.164,53.805,45.86,80.509,42.376,11.732,56.73,63.659,47.117,11.454,81.469,37.88,79.328,83.936,3.233,58.616,48.544,42.162,94.486,86.508,66.758,27.415,17.95,53.583,46.126,77.191,62.949,34.996,56.38,72.713,42.646,60.122,13.111,73.356,77.126,99.222,66.424,38.52,87.995,88.105,99.347,94.262,52.413,85.01,73.91,85.091,24.134,39.662,13.044,26.965,82.093,16.524,57.12,28.88,33.816,8.763,99.127,95.775,49.404,94.228,2.601,25.022,76.496,84.004,60.047,33.89,11.887,58.237,64.856,78.464,88.8,36.143,45.452,32.592,61.682,22.405,80.192,74.364,67.357,18.206,85.168,84.992,27.847,83.458,85.234,52.295,47.387,99.842,58.822,42.689,89.57,3.575,51.796,22.698,17.667,94.723,84.203,87.368,80.701,43.143,59.07,75.505,33.697,25.653,32.651,53.257,96.877,46.241,26.247,6.957,22.72,10.152,76.447,58.789,35.765,19.273,66.636,97.235,52.207,9.131,84.241,79.469,92.016,80.089,65.836,1.725,40.186,63.428,14.824,60.575,11.569,81.259,88.911,98.362,45.632,98.475,40.554,68.09,44.925,55.957,16.672,85.812,2.59,55.883,45.574,90.416,38.246,64.095,84.884,49.864,23.527,87.865,60.924,24.52,38.025,14.539,88.493,85.752,31.91,40.588,65.355,49.178,72.473,2.345,19.459,76.008,4.827,59.06,70.17,42.16,76.237,89.696,94.136,11.943,51.591,81.748,77.922,29.296,19.021,40.211,13.413,79.563,61.353,96.091,68.775,21.51,84.459,33.486,32.535,35.67,17.91,4.504,73.161,52.418,96.041,53.283,20.944,25.933,1.938,28.158,76.341,39.005,35.044,55.214,2.643,70.003,67.411,92.641,67.67,94.946,53.146,30.83,67.175,63.426
384,MW out of current total,0,74800,36684.668,5401.165,64202.593,36029.704,39112.838,11894.567,21395.904,20814.352,70104.33,70487.488,37191.346,45931.368,38492.45,17467.085,32047.171,46709.985,20951.432,40124.189,59855.601,40294.664,9046.288,31663.459,243.678,67096.687,24254.449,5741.853,27458.911,54916.393,20605.574,42177.903,533.962,73073.266,52326.647,71670.486,30513.289,31762.218,10514.19,58680.206,13342.03,7206.063,6329.158,5948.238,53555.113,15910.855,52052.118,55540.702,57226.924,3284.681,40210.793,44148.652,6063.222,21058.155,49808.398,16324.435,16871.38,28262.969,8924.865,56427.2,20439.253,36838.076,72962.327,20586.718,45185.205,20293.533,25217.557,11644.959,67815.712,54595.706,33309.186,2233.313,22126.658,7678.077,26791.035,25419.634,16644.088,50480.867,69955.969,73119.512,35897.757,24688.848,71345.928,32011.06,49943.412,45780.421,61958.135,51269.299,49688.411,8462.861,42664.179,56577.983,31058.155,53317.738,3674.488,64109.293,64724.798,11387.855,39046.045,61421.312,18189.399,18745.806,38803.335,20227.164,34941.399,60101.178,51067.859,29093.131,71367.509,6490.95,48980.791,74054.373,55696.757,11463.588,34071.53,29521.536,15766.789,57446.114,63727.4,17286.58,20935.694,62405.105,69460.609,16463.251,61964.822,67438.063,35679.038,33190.331,32187.635,13755.176,13705.395,55207.089,69941.765,44664.814,41027.177,56481.542,897.84,16553.687,12355.021,39771.928,11091.62,70026.946,30003.145,53443.548,50307.195,59322.262,66403.203,8041.622,22719.845,30140.915,61015.098,4921.892,25504.701,51814.409,22908.848,47107.001,32567.774,39914.138,46518.451,40755.699,35195.297,44843.248,4676.6,23241.411,73553.465,11757.048,65415.562,37278.088,21964.721,15418.56,56897.435,17673.374,12720.476,13815.425,54502.539,4103.314,55259.66,13296.529,17012.518,60565.727,29278.148,5602.387,40638.502,58201.485,49410.933,47492.814,61723.953,59184.548,61895.424,25614.918,41557.259,7001.546,60810.934,48488.968,65908.035,49374.08,533.817,4517.5,17112.702,32959.211,32491.851,53691.057,61339.153,12444.028,25418.902,63814.79,50244.933,61080.887,42193.706,20674.594,54569.618,8742.332,55935.165,12850.996,29114.084,28085.728,18414.499,55290.818,8412.214,45439.4,19624.778,60064.958,21522.568,52892.332,31814.039,37265.974,3958.105,32307.076,71336.957,21821.567,54298.972,9031.849,3352.012,70390.961,5104.315,24690.648,5511.539,50092.701,63648.765,55307.764,43381.577,72322.234,72915.078,16110.544,26388.966,50559.551,46665.83,8436.634,11487.353,36282.318,56898.238,48467.745
385,MW out of current total,0,74800,56962.761,48456.23,7605.753,27565.306,43765.404,38107.177,10302.469,54946.083,5635.827,8795.977,17280.138,20054.159,51829.679,19738.538,49206.289,35215.872,61601.312,54804.737,63003.76,54716.895,25491.344,38420.037,34310.944,55049.914,33587.597,52465.488,45399.509,51199.07,48242.641,2748.648,48704.797,12693.896,20760.632,70058.492,23903.014,25295.382,60410.102,40560.537,22348.197,26025.805,39914.952,44098.38,46145.638,58233.702,30381.84,24075.462,63969.985,69808.6,54260.705,45627.614,13427.972,12449.49,256.701,51629.633,4418.455,53075.114,44626.381,2530.508,42786.351,35450.859,52059.525,18002.78,63639.819,58521.332,42852.794,57475.884,32593.407,33690.249,24271.113,45049.417,16349.658,33898.481,48490.597,14430.72,12091.883,32470.174,73497.981,7907.397,14148.226,69688.444,31747.311,35291.574,5668.309,62987.692,60471.103,2910.845,39446.669,8692.327,5997.452,27260.609,27486.671,5816.038,10622.168,11511.104,9634.802,3809.232,56038.134,27282.864,65691.392,61411.719,67445.569,1065.035,5234.652,14422.966,47773.056,33500.406,47249.194,20388.292,16671.716,28201.684,11522.001,62971.29,63214.637,67528.3,10186.019,7035.241,28877.535,48388.451,17066.738,59560.207,1392.017,22002.379,24480.121,2618.879,40940.097,1391.877,10094.474,46341.029,23948.902,69309.41,13862.182,35635.436,14989.492,325.835,56594.964,6561.702,18400.905,65343.724,6297.495,51977.224,5175.048,43634.83,19680.755,66578.628,33702.203,62669.674,21688.533,1711.199,30461.411,74589.75,40578.473,25356.54,31063.205,25121.916,56795.075,12056.331,70136.247,68378.468,40243.292,54219.174,11734.892,45062.748,1033.898,56127.776,30011.732,58968.635,48730.843,62517.912,20340.698,13191.271,60730.987,61999.062,25215.418,28342.272,71430.437,18972.562,62873.844,34110.23,66582.806,2325.262,15545.566,73671.978,65284.149,10699.879,13469.481,2836.366,62625.949,43990.74,11509.677,42353.563,65514.365,10853.598,38391.604,13832.453,41852.755,19426.554,18339.421,74024.718,36812.78,38394.359,23542.239,34259.732,25564.062,34527.796,48809.284,62437.922,12623.255,12761.377,45128.33,53031.967,63038.81,57484.831,55387.417,37052.902,36925.669,24670.934,58268.168,58576.132,40724.862,57017.83,1853.158,50716.914,49874.639,22056.952,3323.005,59645.182,19426.526,5737.212,53204.335,9073.13,19495.469,47928.595,70603.036,31721.486,30879.239,13800.283,73250.342,35409.676,35146.846,15291.199,43692.479,57827.348,43417.001,11479.894,67077.293,45648.846,73490.292,39482.332,28825.745,23387.295
